iter	Logloss
310	0.3592666016
311	0.3591385634
312	0.3590177409
313	0.3588557943
314	0.3587310655
315	0.358612793
316	0.358495931
317	0.3584315592
318	0.3583288032
319	0.3582147081
320	0.3580501845
321	0.3579357096
322	0.3577280545
323	0.3576009657
324	0.3574822049
325	0.3573293186
326	0.3571626519
327	0.3570756022
328	0.3569227973
329	0.3567270237
330	0.3565641276
331	0.3564835069
332	0.3562586263
333	0.3560694444
334	0.3559628906
335	0.3558329536
336	0.3557125922
337	0.355572781
338	0.3554136013
339	0.3552709418
340	0.355179796
341	0.3549314779
342	0.3547717014
343	0.3547399089
344	0.3545819227
345	0.354430447
346	0.3543673231
347	0.354226888
348	0.3541445313
349	0.3539879557
350	0.3537993164
351	0.3536644965
352	0.3535489095
353	0.3534936795
354	0.3533891059
355	0.3532362467
356	0.3531017253
357	0.3529295247
358	0.3526488715
359	0.3525661892
360	0.3523540853
361	0.3522670356
362	0.3522177734
363	0.3520654568
364	0.3519013129
365	0.351742513
366	0.3516181369
367	0.3514299045
368	0.3513462999
369	0.3512223579
370	0.3511340603
371	0.3509812283
372	0.3507870009
373	0.3506907552
374	0.3505965169
375	0.3505307075
376	0.3503721517
377	0.3502585178
378	0.350104031
379	0.3499491374
380	0.3497380371
381	0.3496577962
382	0.3495234104
383	0.3493473036
384	0.3492476671
385	0.3490806207
386	0.3489072266
387	0.3487911241
388	0.3486292589
389	0.3485402561
390	0.348381429
391	0.3481671821
392	0.347994005
393	0.3478761936
394	0.3477254232
395	0.3475606283
396	0.3474817708
397	0.3473719076
398	0.3472720812
399	0.3470816786
400	0.3469988607
401	0.3469133843
402	0.3467494575
403	0.3466193848
404	0.3464168837
405	0.3462415365
406	0.3461825629
407	0.3460925022
408	0.346003418
409	0.3458602431
410	0.3457906901
411	0.3457085503
412	0.3455841471
413	0.3453774414
414	0.3452756619
415	0.3451674805
416	0.3450531955
417	0.3449071994
418	0.3448319227
419	0.3446630317
420	0.344570638
421	0.3444809028
422	0.3442615017
423	0.3441347656
424	0.3439029948
425	0.3438302138
426	0.3437537977
427	0.3436085341
428	0.3434951714
429	0.3433497993
430	0.3432176107
431	0.3430236545
432	0.3428979492
433	0.342718533
434	0.3425949707
435	0.3423830024
436	0.342226671
437	0.3420712348
438	0.3419813368
439	0.3418680013
440	0.3418153754
441	0.341706543
442	0.3415705838
443	0.3414392361
444	0.3413696832
445	0.3412344293
446	0.3411325412
447	0.3409900174
448	0.3408699816
449	0.3407501628
450	0.3406308051
451	0.3404895291
452	0.3403816189
453	0.3402663574
454	0.3401362847
455	0.3399039442
456	0.3396895074
457	0.339579617
458	0.3394418945
459	0.3393553602
460	0.339203776
461	0.3391037598
462	0.3389344076
463	0.3387822537
464	0.3384850803
465	0.3383474392
466	0.3381938205
467	0.338011556
468	0.3378970269
469	0.3376672635
470	0.3375009223
471	0.3373879937
472	0.3373022461
473	0.3371941461
474	0.3370593262
475	0.3369449327
476	0.3367644314
477	0.3366689996
478	0.3365792914
479	0.3364359809
480	0.3363737793
481	0.3362513292
482	0.3360170356
483	0.3357979872
484	0.3357014431
485	0.3355664063
486	0.335409668
487	0.3352168511
488	0.3350977648
489	0.3349733615
490	0.3348577745
491	0.3347458767
492	0.3346025391
493	0.3344515788
494	0.334237793
495	0.3341524523
496	0.3339600966
497	0.3338209364
498	0.3336951497
499	0.3336016168
500	0.3334628906
501	0.3333231337
502	0.3331685927
503	0.3330853678
504	0.3329488932
505	0.3327349447
506	0.3325536296
507	0.3323758681
508	0.3322351345
509	0.3320839301
510	0.3319835069
511	0.3318746202
512	0.3317541233
513	0.3316755642
514	0.3315691732
515	0.3314737956
516	0.3313623318
517	0.3312581923
518	0.3311655816
519	0.331008138
520	0.3308836534
521	0.3307113173
522	0.3305247667
523	0.3304379612
524	0.3303578559
525	0.3302828776
526	0.3301912977
527	0.3301378038
528	0.3300488824
529	0.3298611382
530	0.3297188043
531	0.3295945095
532	0.3294519314
533	0.3293685981
534	0.3292115885
535	0.3290471463
536	0.3288382975
537	0.3286546224
538	0.3285246039
539	0.3284268121
540	0.328287245
541	0.328135498
542	0.3281058214
543	0.3280546332
544	0.3279137641
545	0.3278092448
546	0.3277111816
547	0.3276332465
548	0.3275353733
549	0.3274138997
550	0.3272624783
551	0.3271200358
552	0.3270144314
553	0.3268994141
554	0.3268044705
555	0.3267012804
556	0.3265634223
557	0.3264481066
558	0.3263285862
559	0.3262475586
560	0.3261153971
561	0.3259821777
562	0.3258418511
563	0.325758572
564	0.3255559353
565	0.3254448785
566	0.3252772895
567	0.3251966146
568	0.3251039225
569	0.3250261502
570	0.3249266493
571	0.3247910699
572	0.324679579
573	0.3246094293
574	0.3244863824
575	0.3244220106
576	0.3243229438
577	0.3242064345
578	0.3241238064
579	0.3239879557
580	0.3238765191
581	0.3237707791
582	0.3236218533
583	0.3235037435
584	0.3233544379
585	0.323218967
586	0.3230991211
587	0.3230026584
588	0.3229132487
589	0.3227855903
590	0.3227150608
591	0.3225965169
592	0.3224385037
593	0.3223660482
594	0.3222933214
595	0.322221327
596	0.3221504178
597	0.3219967448
598	0.32184375
599	0.3217754991
600	0.3217053223
601	0.3215533854
602	0.3214568685
603	0.3213969184
604	0.32131977
605	0.3212103678
606	0.32107213
607	0.3209678819
608	0.3208282064
609	0.3206607802
610	0.3205202908
611	0.3204335124
612	0.3203682454
613	0.3202640788
614	0.3201006944
615	0.319871799
616	0.3198031413
617	0.3196663411
618	0.3195186089
619	0.3194331597
620	0.3192169596
621	0.3191346842
622	0.3190207791
623	0.3188628472
624	0.3187151964
625	0.3186486545
626	0.3185058865
627	0.3184626736
628	0.3183979763
629	0.3183392741
630	0.3182666829
631	0.3180619575
632	0.3180209961
633	0.3179126519
634	0.317853814
635	0.3177938368
636	0.3176440972
637	0.3175529514
638	0.3173955621
639	0.3172521701
640	0.3171223687
641	0.3170719401
642	0.3169851345
643	0.3167862413
644	0.3166942817
645	0.3165817057
646	0.3164865994
647	0.3163314345
648	0.3161800401
649	0.3160611437
650	0.3159609918
651	0.3159251031
652	0.3158573676
653	0.3157154405
654	0.3155259874
655	0.3154227431
656	0.3153598633
657	0.3152198622
658	0.3151685113
659	0.3150441623
660	0.3149451497
661	0.3148418783
662	0.3146709256
663	0.3145349664
664	0.3144626194
665	0.3143925781
666	0.3142526042
667	0.314155599
668	0.3140303819
669	0.3139048394
670	0.3137801649
671	0.3137134874
672	0.3136716309
673	0.3135067003
674	0.3133586426
675	0.3132575955
676	0.3131368273
677	0.3130537381
678	0.3129124891
679	0.3127725694
680	0.3126917318
681	0.3126229655
682	0.3125309787
683	0.3124710015
684	0.312259196
685	0.312179796
686	0.3120438097
687	0.3118823513
688	0.3117389865
689	0.3116432292
690	0.311480523
691	0.3113368056
692	0.311202691
693	0.3111222059
694	0.3110054796
695	0.3108877496
696	0.3107307943
697	0.3106532389
698	0.3105703396
699	0.3105097385
700	0.3103084581
701	0.3102382813
702	0.3100864529
703	0.310008138
704	0.3099621311
705	0.3097984484
706	0.309699924
707	0.3096164551
708	0.3094705132
709	0.3093623047
710	0.309238444
711	0.3090833876
712	0.3090504829
713	0.3089627821
714	0.3089012587
715	0.3088354763
716	0.3087033691
717	0.308565701
718	0.3084877116
719	0.3083408746
720	0.3082672526
721	0.3081287435
722	0.3080536567
723	0.3079588216
724	0.3078306478
725	0.3077788628
726	0.3077227105
727	0.3076231011
728	0.3075303819
729	0.3073383789
730	0.3072975803
731	0.3071776259
732	0.3071099175
733	0.30698074
734	0.3068567166
735	0.3067243924
736	0.3066664497
737	0.3065293511
738	0.3063907064
739	0.3063186578
740	0.3061930067
741	0.306151747
742	0.3060477973
743	0.3059685059
744	0.3058278537
745	0.3057367622
746	0.3055976291
747	0.3055258789
748	0.3054847005
749	0.3054297146
750	0.3053133138
751	0.3051827528
752	0.3051297743
753	0.3049973958
754	0.3048447537
755	0.3047801378
756	0.3047134332
757	0.3045962185
758	0.3045181478
759	0.3044428168
760	0.3043146701
761	0.3042049154
762	0.3041113824
763	0.3040137261
764	0.3039221463
765	0.3038123101
766	0.3037596842
767	0.3037087674
768	0.303601671
769	0.303538954
770	0.3034269206
771	0.303345676
772	0.3032735189
773	0.3032217339
774	0.3031524794
775	0.3030878906
776	0.3029969076
777	0.3029238553
778	0.3027963867
779	0.3027360569
780	0.3026085341
781	0.3025534397
782	0.3024326443
783	0.3023062066
784	0.3021722548
785	0.3021109212
786	0.3020216471
787	0.3019358995
788	0.3018186306
789	0.3016970486
790	0.3015934787
791	0.3014618056
792	0.3014014214
793	0.3013248155
794	0.3011537001
795	0.3010376519
796	0.3009249132
797	0.3007950304
798	0.3006807726
799	0.3005967068
800	0.3005091688
801	0.3004007704
802	0.3003282878
803	0.3002605252
804	0.300121582
805	0.3000889757
806	0.2999483507
807	0.2999154731
808	0.2998071832
809	0.2997323134
810	0.2996280924
811	0.2995623915
812	0.2995000814
813	0.2993688422
814	0.2991973199
815	0.2990166558
816	0.2989033203
817	0.2988190375
818	0.2987460937
819	0.2986447754
820	0.2986144748
821	0.2985560438
822	0.2984492188
823	0.2984310981
824	0.2983141547
825	0.2982605794
826	0.2982313911
827	0.2981646593
828	0.298077474
829	0.2979606662
830	0.2978534342
831	0.2977835558
832	0.2976873372
833	0.2976356066
834	0.2975373806
835	0.2974176432
836	0.2973636882
837	0.2972509494
838	0.297152398
839	0.2970443793
840	0.2969499783
841	0.2968422852
842	0.2967191298
843	0.2966256782
844	0.2964926758
845	0.296390191
846	0.2962712945
847	0.2961566298
848	0.2960613064
849	0.295973877
850	0.2958321398
851	0.2957362196
852	0.2956144477
853	0.2955096029
854	0.2954098036
855	0.295315077
856	0.2952145996
857	0.2951687826
858	0.2950774468
859	0.2949579264
860	0.2948689236
861	0.2947763672
862	0.2947399631
863	0.294664171
864	0.2945942112
865	0.2944919162
866	0.2944145508
867	0.2943506131
868	0.2942881944
869	0.2941569282
870	0.294100803
871	0.2940569661
872	0.293964247
873	0.2939002279
874	0.2938735894
875	0.2938387044
876	0.2937459581
877	0.2935972765
878	0.2935354818
879	0.2934407552
880	0.2933120117
881	0.2932553711
882	0.2931913249
883	0.2930672201
884	0.2929805501
885	0.2929172635
886	0.2928728027
887	0.2928194987
888	0.2926993815
889	0.2925796712
890	0.2924742839
891	0.2923910048
892	0.2922966309
893	0.29222602
894	0.2921940104
895	0.2920525987
896	0.2919452311
897	0.2918718533
898	0.2918176541
899	0.2916527235
900	0.2914886882
901	0.2913999023
902	0.2912897407
903	0.2912564833
904	0.2912035048
905	0.2911545953
906	0.2910568576
907	0.2909631076
908	0.2908592394
909	0.2907013889
910	0.2905995551
911	0.2905129666
912	0.2904728461
913	0.2903698459
914	0.29025236
915	0.2900838759
916	0.2899989963
917	0.2898934462
918	0.2897688802
919	0.2897118056
920	0.2895869412
921	0.2894251845
922	0.2893630914
923	0.2893166504
924	0.2892178819
925	0.2890692817
926	0.2889882541
927	0.288889133
928	0.2888059082
929	0.2887251519
930	0.2886081543
931	0.2885116645
932	0.2884076606
933	0.2883119303
934	0.2882100694
935	0.2881091851
936	0.2880434299
937	0.2879664171
938	0.2878475477
939	0.2877741428
940	0.2877099609
941	0.2876286079
942	0.2875367296
943	0.2874305827
944	0.2873347982
945	0.2872811957
946	0.28717787
947	0.287116862
948	0.2870306803
949	0.286965549
950	0.2869055176
951	0.2868468967
952	0.2867934028
953	0.2867133789
954	0.2866022135
955	0.2865431858
956	0.2864265408
957	0.2863191461
958	0.2862406684
959	0.286138048
960	0.2860199653
961	0.2859198405
962	0.2858752713
963	0.2858227268
964	0.2857405056
965	0.285641276
966	0.2855295681
967	0.2854230686
968	0.2853369412
969	0.2852511393
970	0.2851194661
971	0.2850621474
972	0.285027398
973	0.2849462891
974	0.2847926975
975	0.284638265
976	0.2845644531
977	0.2844840495
978	0.2843402235
979	0.2841934408
980	0.2840727268
981	0.2839928385
982	0.2839271376
983	0.2838652886
984	0.2838060981
985	0.2836973199
986	0.2835464952
987	0.2834058974
988	0.2832817383
989	0.2831993001
990	0.2831293945
991	0.2830314128
992	0.2829207628
993	0.2827869737
994	0.2826982422
995	0.2826433648
996	0.2825495877
997	0.282523329
998	0.2823633084
999	0.2822252604
